CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB3BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS B3- Noturno (SA) - Carga Horária Extensionista,,"terça das 18:00 às 21:00, semanal",SA,Noturno,0-3-3-2,30,0,-,0,0,LEONARDO JOSE STEIL,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB3BCS0001-25SB,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS B3- Noturno (SB) - Carga Horária Extensionista,,"terça das 18:00 às 21:00, semanal",SB,Noturno,0-3-3-2,30,0,-,0,0,ALEXANDRE HIDEKI OKANO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB4BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS B4- Matutino (SA) - Carga Horária Extensionista,,"segunda das 10:00 às 13:00, semanal",SA,Matutino,0-3-3-2,30,0,-,0,0,JULIANA MARCHI,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB4BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS B4- Noturno (SA) - Carga Horária Extensionista,,"terça das 18:00 às 21:00, semanal",SA,Noturno,0-3-3-2,30,0,-,0,0,HANA PAULA MASUDA,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB5BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS B5- Matutino (SA) - Carga Horária Extensionista,,"segunda das 10:00 às 13:00, semanal",SA,Matutino,0-3-3-2,30,0,-,0,0,BRUNO GUZZO DA SILVA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB5BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS B5- Noturno (SA) - Carga Horária Extensionista,,"terça das 18:00 às 21:00, semanal",SA,Noturno,0-3-3-2,30,0,-,0,0,MARCELO AUGUSTO CHRISTOFFOLETE,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB6BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS B6- Matutino (SA) - Carga Horária Extensionista,,"segunda das 10:00 às 13:00, semanal",SA,Matutino,0-3-3-2,30,0,-,0,0,MERCIA REGINA DOMINGUES,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB6BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS B6- Noturno (SA) - Carga Horária Extensionista,,"terça das 18:00 às 21:00, semanal",SA,Noturno,0-3-3-2,30,0,-,0,0,MARIA CRISTINA CARLAN DA SILVA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB7BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS B7- Matutino (SA) - Carga Horária Extensionista,,"segunda das 10:00 às 13:00, semanal",SA,Matutino,0-3-3-2,30,0,-,0,0,LUISA HELENA DOS SANTOS OLIVEIRA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB7BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS B7- Noturno (SA) - Carga Horária Extensionista,,"terça das 18:00 às 21:00, semanal",SA,Noturno,0-3-3-2,30,0,-,0,0,LUISA HELENA DOS SANTOS OLIVEIRA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB8BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS B8- Matutino (SA) - Carga Horária Extensionista,,"segunda das 10:00 às 13:00, semanal",SA,Matutino,0-3-3-2,30,0,-,0,0,ELIZABETH TEODOROV,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB8BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS B8- Noturno (SA) - Carga Horária Extensionista,,"terça das 18:00 às 21:00, semanal",SA,Noturno,0-3-3-2,30,0,-,0,0,JEROEN SCHOENMAKER,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DC1BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS C1- Matutino (SA) - Carga Horária Extensionista,,"sábado das 09:00 às 12:00, semanal",SA,Matutino,0-3-3-2,30,0,-,0,0,ANA PAULA ROMANI,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DC1BCS0001-25SB,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS C1- Matutino (SB) - Carga Horária Extensionista,,"sábado das 09:00 às 12:00, semanal",SB,Matutino,0-3-3-2,30,0,-,0,0,ALEXANDRE HIDEKI OKANO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NC1BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS C1- Noturno (SA) - Carga Horária Extensionista,,"sábado das 09:00 às 12:00, semanal",SA,Noturno,0-3-3-2,30,0,-,0,0,JOEL DAVID MELO TRUJILLO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NC1BCS0001-25SB,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS C1- Noturno (SB) - Carga Horária Extensionista,,"sábado das 09:00 às 12:00, semanal",SB,Noturno,0-3-3-2,30,0,-,0,0,IVANA TRAMONTINA ROTTA(INATIVO),0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DC2BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS C2- Matutino (SA) - Carga Horária Extensionista,,"sábado das 09:00 às 12:00, semanal",SA,Matutino,0-3-3-2,30,0,-,0,0,0A DEFINIR DOCENTE,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NC2BCS0001-25SA,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS C2- Noturno (SA) - Carga Horária Extensionista,,"sábado das 09:00 às 12:00, semanal",SA,Noturno,0-3-3-2,30,0,-,0,0,DANILO TRABUCO DO AMARAL,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NC2BCS0001-25SB,BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS C2- Noturno (SB) - Carga Horária Extensionista,,"sábado das 09:00 às 12:00, semanal",SB,Noturno,0-3-3-2,30,0,-,0,0,LEONARDO JOSE STEIL,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA11BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A11- Matutino (SA),,"quinta das 10:00 às 12:00, semanal",SA,Matutino,0-2-2,30,0,-,0,0,EDSON PINHEIRO PIMENTEL,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A1-Matutino (SA),,"quinta das 10:00 às 12:00, semanal",SA,Matutino,0-2-2,32,0,-,0,0,JOSE ENRIQUE EIREZ IZQUIERDO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A1-Matutino (SB),,"quinta das 10:00 às 12:00, semanal",SB,Matutino,0-2-2,42,0,-,0,0,DAVID CORREA MARTINS JUNIOR,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA1BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A1-Noturno (SA),,"quinta das 21:00 às 23:00, semanal",SA,Noturno,0-2-2,32,0,-,0,0,JOSE ENRIQUE EIREZ IZQUIERDO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA1BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A1-Noturno (SB),,"quinta das 21:00 às 23:00, semanal",SB,Noturno,0-2-2,42,0,-,0,0,DAVID CORREA MARTINS JUNIOR,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA2BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A2-Matutino (SA),,"quinta das 10:00 às 12:00, semanal",SA,Matutino,0-2-2,40,0,-,0,0,CAROLINE PIRES ALAVEZ MORAES,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA2BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A2-Matutino (SB),,"quinta das 10:00 às 12:00, semanal",SB,Matutino,0-2-2,42,0,-,0,0,LUIZ CARLOS DA SILVA ROZANTE,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA2BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A2-Noturno (SA),,"quinta das 21:00 às 23:00, semanal",SA,Noturno,0-2-2,40,0,-,0,0,FRANCISCO JOSE FRAGA DA SILVA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA2BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A2-Noturno (SB),,"quinta das 21:00 às 23:00, semanal",SB,Noturno,0-2-2,42,0,-,0,0,LUIZ CARLOS DA SILVA ROZANTE,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA3BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A3-Matutino (SA),,"quinta das 10:00 às 12:00, semanal",SA,Matutino,0-2-2,30,0,-,0,0,RONALDO CRISTIANO PRATI,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA3BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A3-Matutino (SB),,"quinta das 10:00 às 12:00, semanal",SB,Matutino,0-2-2,42,0,-,0,0,GEIZA CRISTINA DA SILVA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA3BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A3-Noturno (SA),,"quinta das 21:00 às 23:00, semanal",SA,Noturno,0-2-2,30,0,-,0,0,HUGO PUERTAS DE ARAUJO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA3BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A3-Noturno (SB),,"quinta das 21:00 às 23:00, semanal",SB,Noturno,0-2-2,42,0,-,0,0,WAGNER TANAKA BOTELHO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA4BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A4-Matutino (SA),,"quinta das 10:00 às 12:00, semanal",SA,Matutino,0-2-2,45,0,-,0,0,MONAEL PINHEIRO RIBEIRO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA4BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A4-Noturno (SA),,"quinta das 21:00 às 23:00, semanal",SA,Noturno,0-2-2,45,0,-,0,0,MONAEL PINHEIRO RIBEIRO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA5BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A5-Matutino (SA),,"quinta das 10:00 às 12:00, semanal",SA,Matutino,0-2-2,32,0,-,0,0,MATEUS COELHO SILVA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA5BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A5-Noturno (SA),,"quinta das 21:00 às 23:00, semanal",SA,Noturno,0-2-2,32,0,-,0,0,GUIOU KOBAYASHI,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA6BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A6-Matutino (SA),,"quinta das 10:00 às 12:00, semanal",SA,Matutino,0-2-2,48,0,-,0,0,HUGO PUERTAS DE ARAUJO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA6BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A6-Noturno (SA),,"quinta das 21:00 às 23:00, semanal",SA,Noturno,0-2-2,48,0,-,0,0,MATEUS COELHO SILVA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA7BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A7-Matutino (SA),,"quinta das 10:00 às 12:00, semanal",SA,Matutino,0-2-2,40,0,-,0,0,CLAUDIO NOGUEIRA DE MENESES,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA7BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA A7-Noturno (SA),,"quinta das 21:00 às 23:00, semanal",SA,Noturno,0-2-2,40,0,-,0,0,CLAUDIO NOGUEIRA DE MENESES,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA7BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A7-Noturno (SB),,"quinta das 21:00 às 23:00, semanal",SB,Noturno,0-2-2,42,13,-,0,0,ROGERIO PERINO DE OLIVEIRA NEVES,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB11BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B11- Noturno (SA),,"quinta das 19:00 às 21:00, semanal",SA,Noturno,0-2-2,30,0,-,0,0,EDSON PINHEIRO PIMENTEL,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB1BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B1-Matutino (SA),,"quinta das 08:00 às 10:00, semanal",SA,Matutino,0-2-2,32,0,-,0,0,ITANA STIUBIENER,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB1BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B1-Matutino (SB),,"quinta das 08:00 às 10:00, semanal",SB,Matutino,0-2-2,42,0,-,0,0,DAVID CORREA MARTINS JUNIOR,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B1-Noturno (SA),,"quinta das 19:00 às 21:00, semanal",SA,Noturno,0-2-2,32,0,-,0,0,MARIO LESTON REY,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B1-Noturno (SB),,"quinta das 19:00 às 21:00, semanal",SB,Noturno,0-2-2,42,0,-,0,0,DAVID CORREA MARTINS JUNIOR,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB2BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B2-Matutino (SA),,"quinta das 08:00 às 10:00, semanal",SA,Matutino,0-2-2,40,0,-,0,0,HUGO PUERTAS DE ARAUJO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB2BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B2-Matutino (SB),,"quinta das 08:00 às 10:00, semanal",SB,Matutino,0-2-2,42,0,-,0,0,LUIZ CARLOS DA SILVA ROZANTE,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB2BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B2-Noturno (SA),,"quinta das 19:00 às 21:00, semanal",SA,Noturno,0-2-2,40,0,-,0,0,ALEXANDRE NOMA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB2BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B2-Noturno (SB),,"quinta das 19:00 às 21:00, semanal",SB,Noturno,0-2-2,42,0,-,0,0,LUIZ CARLOS DA SILVA ROZANTE,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB3BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B3-Matutino (SA),,"quinta das 08:00 às 10:00, semanal",SA,Matutino,0-2-2,30,0,-,0,0,CEDRICK BAMBA NSIMBA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB3BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B3-Matutino (SB),,"quinta das 08:00 às 10:00, semanal",SB,Matutino,0-2-2,42,0,-,0,0,GEIZA CRISTINA DA SILVA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB3BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B3-Noturno (SA),,"quinta das 19:00 às 21:00, semanal",SA,Noturno,0-2-2,30,0,-,0,0,PAULO HENRIQUE PISANI,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB3BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B3-Noturno (SB),,"quinta das 19:00 às 21:00, semanal",SB,Noturno,0-2-2,42,0,-,0,0,WAGNER TANAKA BOTELHO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB4BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B4-Matutino (SA),,"quinta das 08:00 às 10:00, semanal",SA,Matutino,0-2-2,45,0,-,0,0,CRISTIANE MARIA SATO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB4BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B4-Noturno (SA),,"quinta das 19:00 às 21:00, semanal",SA,Noturno,0-2-2,45,0,-,0,0,MONAEL PINHEIRO RIBEIRO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB5BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B5-Matutino (SA),,"quinta das 08:00 às 10:00, semanal",SA,Matutino,0-2-2,32,0,-,0,0,KARLA VITTORI,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB5BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B5-Noturno (SA),,"quinta das 19:00 às 21:00, semanal",SA,Noturno,0-2-2,32,0,-,0,0,GUIOU KOBAYASHI,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB6BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B6-Matutino (SA),,"quinta das 08:00 às 10:00, semanal",SA,Matutino,0-2-2,48,0,-,0,0,RODRIGO IZIDORO TININI,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB6BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B6-Noturno (SA),,"quinta das 19:00 às 21:00, semanal",SA,Noturno,0-2-2,48,0,-,0,0,MATEUS COELHO SILVA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB7BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B7-Matutino (SA),,"quinta das 08:00 às 10:00, semanal",SA,Matutino,0-2-2,40,0,-,0,0,CLAUDIO NOGUEIRA DE MENESES,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB7BIS0005-15SA,BASES COMPUTACIONAIS DA CIÊNCIA B7-Noturno (SA),,"quinta das 19:00 às 21:00, semanal",SA,Noturno,0-2-2,40,0,-,0,0,CLAUDIO NOGUEIRA DE MENESES,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB7BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B7-Noturno (SB),,"quinta das 19:00 às 21:00, semanal",SB,Noturno,0-2-2,30,0,-,0,0,ROGERIO PERINO DE OLIVEIRA NEVES,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BIR0004-15SA,BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA A1-Matutino (SA),"quarta das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, quinzenal II",,SA,Matutino,3-0-4,90,0,-,ROQUE DA COSTA CAIERO,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BIR0004-15SB,BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA A1-Matutino (SB),"quarta das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, quinzenal II",,SB,Matutino,3-0-4,90,0,-,PEDRO BRAVO DE SOUZA,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA1BIR0004-15SA,BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA A1-Noturno (SA),"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, quinzenal II",,SA,Noturno,3-0-4,90,0,SIM,RAFAEL RIBEIRO SILVA,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA1BIR0004-15SB,BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA A1-Noturno (SB),"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, quinzenal II",,SB,Noturno,3-0-4,90,0,-,DANIEL BORGONI GONCALVES,0,0,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB1BIR0004-15SA,BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA B1-Matutino (SA),"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, quinzenal II",,SA,Matutino,3-0-4,90,0,-,ROQUE DA COSTA CAIERO,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB1BIR0004-15SB,BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA B1-Matutino (SB),"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, quinzenal II",,SB,Matutino,3-0-4,90,13,-,PEDRO BRAVO DE SOUZA,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BIR0004-15SA,BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA B1-Noturno (SA),"quarta das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, quinzenal II",,SA,Noturno,3-0-4,90,0,SIM,RAFAEL RIBEIRO SILVA,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BIR0004-15SB,BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA B1-Noturno (SB),"quarta das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, quinzenal II",,SB,Noturno,3-0-4,90,5,-,DANIEL BORGONI GONCALVES,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BIS0003-15SA,BASES MATEMÁTICAS A1-Matutino (SA),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SA,Matutino,4-0-0,90,0,-,ICARO GONCALVES,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BIS0003-15SB,BASES MATEMÁTICAS A1-Matutino (SB),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SB,Matutino,4-0-0,90,0,-,MARINA RASSKAZOVA,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA1BIS0003-15SA,BASES MATEMÁTICAS A1-Noturno (SA),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SA,Noturno,4-0-0,90,0,-,GISELE CRISTINA DUCATI,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA1BIS0003-15SB,BASES MATEMÁTICAS A1-Noturno (SB),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SB,Noturno,4-0-0,90,0,SIM,NIVALDO BENEDITO FERREIRA CAMPOS,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA2BIS0003-15SA,BASES MATEMÁTICAS A2-Matutino (SA),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SA,Matutino,4-0-0,90,0,-,EDSON RYOJI OKAMOTO IWAKI,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA2BIS0003-15SB,BASES MATEMÁTICAS A2-Matutino (SB),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SB,Matutino,4-0-0,90,11,-,ANDRE PIERRO DE CAMARGO,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA2BIS0003-15SA,BASES MATEMÁTICAS A2-Noturno (SA),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SA,Noturno,4-0-0,90,0,-,SANDRA MARIA ZAPATA YEPES,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA2BIS0003-15SB,BASES MATEMÁTICAS A2-Noturno (SB),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SB,Noturno,4-0-0,90,0,-,ALFREDO MANUEL JARA GRADOS,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA3BIS0003-15SA,BASES MATEMÁTICAS A3-Matutino (SA),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SA,Matutino,4-0-0,90,0,-,WELINGTON VIEIRA ASSUNCAO,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA3BIS0003-15SA,BASES MATEMÁTICAS A3-Noturno (SA),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SA,Noturno,4-0-0,90,0,-,EDUARDO GUERON,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB1BIS0003-15SA,BASES MATEMÁTICAS B1-Matutino (SA),"segunda das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal",,SA,Matutino,4-0-0,90,0,-,ICARO GONCALVES,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB1BIS0003-15SB,BASES MATEMÁTICAS B1-Matutino (SB),"segunda das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal",,SB,Matutino,4-0-0,90,0,-,ANDRE PIERRO DE CAMARGO,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BIS0003-15SA,BASES MATEMÁTICAS B1-Noturno (SA),"segunda das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal",,SA,Noturno,4-0-0,90,0,-,GISELE CRISTINA DUCATI,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BIS0003-15SB,BASES MATEMÁTICAS B1-Noturno (SB),"segunda das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal",,SB,Noturno,4-0-0,90,0,-,ALFREDO MANUEL JARA GRADOS,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB2BIS0003-15SA,BASES MATEMÁTICAS B2-Matutino (SA),"segunda das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal",,SA,Matutino,4-0-0,90,0,-,ARMANDO CAPUTI,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB2BIS0003-15SA,BASES MATEMÁTICAS B2-Noturno (SA),"segunda das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal",,SA,Noturno,4-0-0,90,0,-,SANDRA MARIA ZAPATA YEPES,0,0,0
